Date,Region,Service_Category,Total_Requests,Online_Requests,Offline_Requests,Successful_Requests,Failed_Requests,Avg_Response_Time_sec,Customer_Satisfaction_Score
2025-06-29,Baku,Citizen Portal,175,128,47,159,16,3.14,3.85
2025-06-29,Ganja,E-Government,273,197,76,242,31,2.85,4.02
2025-06-29,Ganja,Digital ID,290,236,54,268,22,5.35,4.08
2025-06-29,Ganja,Online Payments,133,90,43,116,17,3.52,4.5
2025-06-29,Ganja,Business Registration,84,74,10,72,12,3.75,4.0
2025-06-29,Ganja,Citizen Portal,152,132,20,136,16,1.62,4.6
2025-06-29,Sumgait,E-Government,59,45,14,51,8,2.26,4.57
2025-06-29,Sumgait,Digital ID,211,154,57,180,31,2.16,4.91
2025-06-29,Sumgait,Online Payments,201,148,53,175,26,2.51,4.05
2025-06-29,Sumgait,Business Registration,74,44,30,71,3,2.09,4.18
2025-06-29,Sumgait,Citizen Portal,91,65,26,81,10,3.73,4.02
2025-06-29,Lankaran,E-Government,174,125,49,160,14,2.99,4.66
2025-06-29,Lankaran,Digital ID,191,132,59,180,11,3.7,4.22
2025-06-29,Lankaran,Online Payments,128,95,33,114,14,1.88,4.34
2025-06-29,Lankaran,Business Registration,126,75,51,115,11,2.36,3.64
2025-06-29,Lankaran,Citizen Portal,210,143,67,202,8,2.63,4.05
2025-06-29,Shaki,E-Government,268,195,73,237,31,3.03,4.02
2025-06-29,Shaki,Digital ID,290,235,55,283,7,5.24,4.3
2025-06-29,Shaki,Online Payments,163,118,45,141,22,3.14,4.68
2025-06-29,Shaki,Business Registration,241,148,93,235,6,2.01,3.57
2025-06-29,Shaki,Citizen Portal,243,168,75,212,31,4.6,4.47
2025-06-29,Nakhchivan,E-Government,263,231,32,224,39,5.42,3.59
2025-06-29,Nakhchivan,Digital ID,246,194,52,234,12,2.65,4.66
2025-06-29,Nakhchivan,Online Payments,67,58,9,57,10,4.69,4.62
2025-06-29,Nakhchivan,Business Registration,97,77,20,89,8,2.19,3.6
2025-06-29,Nakhchivan,Citizen Portal,68,45,23,60,8,2.38,4.31
2025-06-30,Baku,E-Government,202,136,66,187,15,3.64,4.77
2025-06-30,Baku,Digital ID,221,182,39,210,11,4.28,3.55
2025-06-30,Baku,Online Payments,175,108,67,164,11,1.6,4.37
2025-06-30,Baku,Business Registration,245,214,31,217,28,3.72,4.74
2025-06-30,Baku,Citizen Portal,102,83,19,94,8,2.42,3.52
2025-06-30,Ganja,E-Government,76,47,29,68,8,4.64,4.18
2025-06-30,Ganja,Digital ID,79,65,14,75,4,4.07,4.91
2025-06-30,Ganja,Online Payments,66,46,20,56,10,4.39,4.82
2025-06-30,Ganja,Business Registration,151,95,56,133,18,1.52,3.71
2025-06-30,Ganja,Citizen Portal,257,192,65,249,8,5.25,3.66
2025-06-30,Sumgait,E-Government,224,151,73,214,10,4.71,4.92
2025-06-30,Sumgait,Digital ID,128,82,46,122,6,3.94,4.97
2025-06-30,Sumgait,Online Payments,265,182,83,253,12,3.64,4.69
2025-06-30,Sumgait,Business Registration,124,98,26,106,18,1.96,3.66
2025-06-30,Sumgait,Citizen Portal,160,140,20,152,8,4.42,4.68
2025-06-30,Lankaran,E-Government,264,168,96,239,25,2.24,3.79
2025-06-30,Lankaran,Digital ID,130,86,44,120,10,3.29,3.74
2025-06-30,Lankaran,Online Payments,180,153,27,175,5,4.21,4.85
2025-06-30,Lankaran,Business Registration,102,62,40,92,10,2.53,3.55
2025-06-30,Lankaran,Citizen Portal,229,199,30,221,8,1.87,4.05
2025-06-30,Shaki,E-Government,267,171,96,230,37,2.69,4.7
2025-06-30,Shaki,Digital ID,197,161,36,177,20,4.44,4.33
2025-06-30,Shaki,Online Payments,245,193,52,220,25,1.54,4.51
2025-06-30,Shaki,Business Registration,86,74,12,80,6,5.26,3.88
2025-06-30,Shaki,Citizen Portal,256,207,49,237,19,1.83,4.46
2025-06-30,Nakhchivan,E-Government,134,103,31,121,13,4.44,4.07
2025-06-30,Nakhchivan,Digital ID,137,119,18,124,13,4.39,4.72
2025-06-30,Nakhchivan,Online Payments,92,70,22,84,8,4.66,4.06
2025-06-30,Nakhchivan,Business Registration,130,92,38,125,5,5.26,3.83
2025-06-30,Nakhchivan,Citizen Portal,75,56,19,69,6,4.87,4.93
2025-07-01,Baku,E-Government,127,77,50,110,17,2.25,4.65
2025-07-01,Baku,Digital ID,98,82,16,87,11,1.78,4.54
2025-07-01,Baku,Online Payments,218,189,29,204,14,4.96,4.93
2025-07-01,Baku,Business Registration,249,186,63,231,18,2.07,4.72
2025-07-01,Baku,Citizen Portal,285,202,83,266,19,2.72,3.86
2025-07-01,Ganja,E-Government,205,181,24,191,14,2.83,4.63
2025-07-01,Ganja,Digital ID,209,184,25,199,10,2.92,4.72
2025-07-01,Ganja,Online Payments,271,181,90,257,14,2.67,4.56
2025-07-01,Ganja,Business Registration,215,138,77,209,6,3.35,4.78
2025-07-01,Ganja,Citizen Portal,95,77,18,89,6,2.53,4.88
2025-07-01,Sumgait,E-Government,280,220,60,244,36,4.56,4.05
2025-07-01,Sumgait,Digital ID,70,55,15,66,4,4.67,4.16
2025-07-01,Sumgait,Online Payments,167,120,47,156,11,5.24,3.53
2025-07-01,Sumgait,Business Registration,213,144,69,185,28,4.57,4.15
2025-07-01,Sumgait,Citizen Portal,93,56,37,81,12,3.2,4.75
2025-07-01,Lankaran,E-Government,293,217,76,254,39,4.67,4.92
2025-07-01,Lankaran,Digital ID,169,145,24,148,21,2.93,4.97
2025-07-01,Lankaran,Online Payments,112,97,15,96,16,3.62,3.7
2025-07-01,Lankaran,Business Registration,68,49,19,63,5,5.1,4.0
2025-07-01,Lankaran,Citizen Portal,107,70,37,96,11,5.33,3.93
2025-07-01,Shaki,E-Government,256,183,73,247,9,2.47,4.56
2025-07-01,Shaki,Digital ID,171,153,18,162,9,1.64,4.57
2025-07-01,Shaki,Online Payments,60,47,13,58,2,4.66,3.79
2025-07-01,Shaki,Business Registration,65,54,11,59,6,1.97,4.48
2025-07-01,Shaki,Citizen Portal,276,212,64,252,24,3.57,4.82
2025-07-01,Nakhchivan,E-Government,151,105,46,129,22,2.13,3.67
2025-07-01,Nakhchivan,Digital ID,135,119,16,126,9,2.61,4.3
2025-07-01,Nakhchivan,Online Payments,186,125,61,178,8,3.69,4.79
2025-07-01,Nakhchivan,Business Registration,159,111,48,143,16,1.75,4.72
2025-07-01,Nakhchivan,Citizen Portal,170,148,22,153,17,4.92,4.35
2025-07-02,Baku,E-Government,109,71,38,105,4,1.54,4.12
2025-07-02,Baku,Digital ID,204,140,64,181,23,1.89,3.58
2025-07-02,Baku,Online Payments,162,106,56,147,15,4.85,4.81
2025-07-02,Baku,Business Registration,284,246,38,246,38,3.75,4.96
2025-07-02,Baku,Citizen Portal,191,162,29,180,11,1.9,4.44
2025-07-02,Ganja,E-Government,97,81,16,84,13,2.74,4.44
2025-07-02,Ganja,Digital ID,159,122,37,138,21,5.46,4.13
2025-07-02,Ganja,Online Payments,56,45,11,51,5,4.1,4.81
2025-07-02,Ganja,Business Registration,63,55,8,57,6,3.24,4.25
2025-07-02,Ganja,Citizen Portal,183,134,49,174,9,3.73,4.9
2025-07-02,Sumgait,E-Government,216,162,54,200,16,2.6,4.14
2025-07-02,Sumgait,Digital ID,166,147,19,155,11,5.43,4.3
2025-07-02,Sumgait,Online Payments,193,173,20,185,8,2.54,3.79
2025-07-02,Sumgait,Business Registration,128,107,21,116,12,3.67,4.41
2025-07-02,Sumgait,Citizen Portal,160,109,51,148,12,2.63,3.66
2025-07-02,Lankaran,E-Government,144,113,31,130,14,3.77,4.74
2025-07-02,Lankaran,Digital ID,179,114,65,170,9,5.5,4.78
2025-07-02,Lankaran,Online Payments,199,165,34,181,18,3.85,4.76
2025-07-02,Lankaran,Business Registration,233,183,50,222,11,3.3,3.68
2025-07-02,Lankaran,Citizen Portal,80,52,28,70,10,5.12,4.76
2025-07-02,Shaki,E-Government,121,101,20,111,10,1.54,4.2
2025-07-02,Shaki,Digital ID,111,98,13,108,3,3.94,4.09
2025-07-02,Shaki,Online Payments,287,231,56,275,12,5.34,3.77
2025-07-02,Shaki,Business Registration,154,110,44,131,23,3.53,4.61
2025-07-02,Shaki,Citizen Portal,291,184,107,266,25,3.58,4.96
2025-07-02,Nakhchivan,E-Government,181,143,38,157,24,2.64,4.67
2025-07-02,Nakhchivan,Digital ID,93,75,18,86,7,1.66,4.64
2025-07-02,Nakhchivan,Online Payments,197,132,65,191,6,4.5,4.0
2025-07-02,Nakhchivan,Business Registration,129,84,45,121,8,4.33,3.8
2025-07-02,Nakhchivan,Citizen Portal,196,168,28,171,25,2.73,4.32
2025-07-03,Baku,E-Government,97,66,31,87,10,4.36,4.81
2025-07-03,Baku,Digital ID,241,166,75,212,29,4.34,4.66
2025-07-03,Baku,Online Payments,143,86,57,131,12,2.1,3.57
2025-07-03,Baku,Business Registration,233,198,35,204,29,4.83,3.76
2025-07-03,Baku,Citizen Portal,288,227,61,267,21,4.16,3.8
2025-07-03,Ganja,E-Government,54,33,21,48,6,4.79,4.2
2025-07-03,Ganja,Digital ID,69,58,11,60,9,4.76,4.18
2025-07-03,Ganja,Online Payments,246,199,47,222,24,5.06,4.98
2025-07-03,Ganja,Business Registration,174,137,37,167,7,1.88,4.6
2025-07-03,Ganja,Citizen Portal,138,123,15,128,10,4.62,4.31
2025-07-03,Sumgait,E-Government,290,232,58,248,42,3.84,3.92
2025-07-03,Sumgait,Digital ID,100,71,29,90,10,5.04,4.78
2025-07-03,Sumgait,Online Payments,164,111,53,149,15,3.13,4.03
2025-07-03,Sumgait,Business Registration,266,225,41,257,9,1.66,4.62
2025-07-03,Sumgait,Citizen Portal,53,38,15,45,8,5.47,4.26
2025-07-03,Lankaran,E-Government,118,99,19,105,13,2.87,3.83
2025-07-03,Lankaran,Digital ID,291,186,105,272,19,4.57,4.36
2025-07-03,Lankaran,Online Payments,123,84,39,108,15,4.98,4.44
2025-07-03,Lankaran,Business Registration,122,96,26,109,13,2.97,4.67
2025-07-03,Lankaran,Citizen Portal,289,197,92,279,10,5.11,4.28
2025-07-03,Shaki,E-Government,177,153,24,172,5,1.53,3.63
2025-07-03,Shaki,Digital ID,73,54,19,68,5,1.91,4.28
2025-07-03,Shaki,Online Payments,170,108,62,150,20,5.38,3.58
2025-07-03,Shaki,Business Registration,235,210,25,206,29,5.44,4.57
2025-07-03,Shaki,Citizen Portal,134,101,33,120,14,1.51,3.92
2025-07-03,Nakhchivan,E-Government,292,261,31,252,40,3.75,3.51
2025-07-03,Nakhchivan,Digital ID,188,132,56,163,25,2.13,3.57
2025-07-03,Nakhchivan,Online Payments,220,139,81,193,27,1.53,4.95
2025-07-03,Nakhchivan,Business Registration,213,132,81,197,16,2.66,3.64
2025-07-03,Nakhchivan,Citizen Portal,260,166,94,234,26,3.78,4.34
2025-07-04,Baku,E-Government,187,151,36,173,14,1.58,3.8
2025-07-04,Baku,Digital ID,115,73,42,111,4,4.58,4.99
2025-07-04,Baku,Online Payments,138,98,40,133,5,1.75,4.38
2025-07-04,Baku,Business Registration,220,140,80,189,31,4.27,4.24
2025-07-04,Baku,Citizen Portal,75,53,22,70,5,2.29,3.56
2025-07-04,Ganja,E-Government,177,130,47,153,24,5.47,3.53
2025-07-04,Ganja,Digital ID,135,81,54,118,17,4.06,3.65
2025-07-04,Ganja,Online Payments,74,56,18,70,4,2.57,4.08
2025-07-04,Ganja,Business Registration,202,171,31,192,10,4.19,4.17
2025-07-04,Ganja,Citizen Portal,280,174,106,242,38,2.14,4.3
2025-07-04,Sumgait,E-Government,192,125,67,187,5,2.23,4.87
2025-07-04,Sumgait,Digital ID,56,36,20,54,2,1.72,4.92
2025-07-04,Sumgait,Online Payments,245,207,38,220,25,1.52,4.52
2025-07-04,Sumgait,Business Registration,96,85,11,89,7,4.39,3.63
2025-07-04,Sumgait,Citizen Portal,225,191,34,218,7,3.83,4.67
2025-07-04,Lankaran,E-Government,221,147,74,195,26,3.0,3.96
2025-07-04,Lankaran,Digital ID,91,54,37,87,4,3.74,4.07
2025-07-04,Lankaran,Online Payments,223,142,81,191,32,3.75,4.25
2025-07-04,Lankaran,Business Registration,169,139,30,156,13,3.42,3.89
2025-07-04,Lankaran,Citizen Portal,163,114,49,156,7,4.41,4.09
2025-07-04,Shaki,E-Government,221,155,66,202,19,3.93,4.23
2025-07-04,Shaki,Digital ID,207,135,72,177,30,2.81,4.59
2025-07-04,Shaki,Online Payments,246,161,85,228,18,2.29,3.77
2025-07-04,Shaki,Business Registration,194,151,43,189,5,3.51,3.58
2025-07-04,Shaki,Citizen Portal,86,62,24,81,5,2.55,3.62
2025-07-04,Nakhchivan,E-Government,251,189,62,235,16,1.77,3.58
2025-07-04,Nakhchivan,Digital ID,164,143,21,152,12,3.33,4.91
2025-07-04,Nakhchivan,Online Payments,89,55,34,77,12,4.13,4.17
2025-07-04,Nakhchivan,Business Registration,203,153,50,173,30,1.62,4.0
2025-07-04,Nakhchivan,Citizen Portal,262,179,83,241,21,4.29,4.45
2025-07-05,Baku,E-Government,205,175,30,181,24,1.7,3.68
2025-07-05,Baku,Digital ID,63,50,13,60,3,5.34,4.41
2025-07-05,Baku,Online Payments,61,42,19,57,4,2.51,3.67
2025-07-05,Baku,Business Registration,184,132,52,164,20,4.05,4.3
2025-07-05,Baku,Citizen Portal,84,57,27,80,4,1.74,4.93
2025-07-05,Ganja,E-Government,260,229,31,231,29,3.55,3.66
2025-07-05,Ganja,Digital ID,254,216,38,222,32,4.38,4.17
2025-07-05,Ganja,Online Payments,166,113,53,149,17,5.13,4.78
2025-07-05,Ganja,Business Registration,251,172,79,224,27,4.91,4.76
2025-07-05,Ganja,Citizen Portal,286,240,46,256,30,5.44,4.05
2025-07-05,Sumgait,E-Government,132,108,24,128,4,2.38,4.01
2025-07-05,Sumgait,Digital ID,229,189,40,211,18,4.52,4.79
2025-07-05,Sumgait,Online Payments,212,166,46,195,17,3.75,4.84
2025-07-05,Sumgait,Business Registration,126,112,14,122,4,4.43,4.25
2025-07-05,Sumgait,Citizen Portal,73,63,10,67,6,4.92,3.75
2025-07-05,Lankaran,E-Government,249,209,40,242,7,4.25,4.6
2025-07-05,Lankaran,Digital ID,78,48,30,72,6,5.16,3.51
2025-07-05,Lankaran,Online Payments,171,131,40,159,12,5.46,4.88
2025-07-05,Lankaran,Business Registration,266,219,47,226,40,2.73,4.26
2025-07-05,Lankaran,Citizen Portal,216,186,30,195,21,3.77,3.77
2025-07-05,Shaki,E-Government,80,60,20,77,3,5.18,4.11
2025-07-05,Shaki,Digital ID,163,111,52,152,11,2.09,4.51
2025-07-05,Shaki,Online Payments,191,152,39,165,26,2.07,4.2
2025-07-05,Shaki,Business Registration,67,41,26,64,3,3.03,4.57
2025-07-05,Shaki,Citizen Portal,213,166,47,204,9,1.51,3.78
2025-07-05,Nakhchivan,E-Government,228,202,26,194,34,2.91,4.5
2025-07-05,Nakhchivan,Digital ID,214,162,52,205,9,5.3,4.31
2025-07-05,Nakhchivan,Online Payments,142,94,48,134,8,1.82,4.18
2025-07-05,Nakhchivan,Business Registration,288,208,80,270,18,3.11,3.67
2025-07-05,Nakhchivan,Citizen Portal,217,190,27,212,5,2.24,3.74
2025-07-06,Baku,E-Government,195,118,77,174,21,2.54,3.57
2025-07-06,Baku,Digital ID,231,178,53,200,31,2.21,3.7
2025-07-06,Baku,Online Payments,276,204,72,260,16,4.87,4.2
2025-07-06,Baku,Business Registration,253,189,64,247,6,4.61,4.95
2025-07-06,Baku,Citizen Portal,71,58,13,63,8,3.79,4.86
2025-07-06,Ganja,E-Government,176,119,57,160,16,5.3,3.93
2025-07-06,Ganja,Digital ID,213,129,84,190,23,4.73,4.7
2025-07-06,Ganja,Online Payments,186,153,33,175,11,2.63,3.53
2025-07-06,Ganja,Business Registration,50,30,20,45,5,2.84,4.51
2025-07-06,Ganja,Citizen Portal,278,227,51,257,21,1.7,4.06
2025-07-06,Sumgait,E-Government,87,54,33,75,12,4.09,4.63
2025-07-06,Sumgait,Digital ID,280,188,92,249,31,4.51,4.46
2025-07-06,Sumgait,Online Payments,197,135,62,175,22,3.09,3.78
2025-07-06,Sumgait,Business Registration,197,163,34,180,17,4.68,3.89
2025-07-06,Sumgait,Citizen Portal,182,151,31,174,8,4.72,4.43
2025-07-06,Lankaran,E-Government,136,107,29,117,19,3.06,4.56
2025-07-06,Lankaran,Digital ID,252,201,51,217,35,5.49,4.63
2025-07-06,Lankaran,Online Payments,274,195,79,252,22,2.42,3.84
2025-07-06,Lankaran,Business Registration,195,150,45,188,7,2.63,4.44
2025-07-06,Lankaran,Citizen Portal,250,219,31,234,16,4.71,3.57
2025-07-06,Shaki,E-Government,280,189,91,251,29,2.13,4.03
2025-07-06,Shaki,Digital ID,165,133,32,140,25,3.77,3.76
2025-07-06,Shaki,Online Payments,270,235,35,263,7,4.84,3.82
2025-07-06,Shaki,Business Registration,290,230,60,264,26,5.35,4.03
2025-07-06,Shaki,Citizen Portal,133,88,45,127,6,2.32,4.49
2025-07-06,Nakhchivan,E-Government,145,107,38,128,17,1.52,3.82
2025-07-06,Nakhchivan,Digital ID,271,218,53,248,23,2.33,3.84
2025-07-06,Nakhchivan,Online Payments,299,200,99,284,15,3.92,3.81
2025-07-06,Nakhchivan,Business Registration,280,224,56,265,15,4.22,4.64
2025-07-06,Nakhchivan,Citizen Portal,121,92,29,110,11,5.1,3.83
2025-07-07,Baku,E-Government,221,148,73,196,25,2.23,4.44
2025-07-07,Baku,Digital ID,150,122,28,143,7,2.04,4.56
2025-07-07,Baku,Online Payments,195,138,57,184,11,4.66,3.76
2025-07-07,Baku,Business Registration,142,89,53,130,12,1.78,3.84
2025-07-07,Baku,Citizen Portal,186,128,58,159,27,1.86,3.71
2025-07-07,Ganja,E-Government,204,127,77,175,29,3.19,3.56
2025-07-07,Ganja,Digital ID,196,149,47,182,14,5.33,4.85
2025-07-07,Ganja,Online Payments,98,86,12,88,10,4.18,3.89
2025-07-07,Ganja,Business Registration,212,178,34,190,22,4.85,3.89
2025-07-07,Ganja,Citizen Portal,96,66,30,90,6,2.16,4.02
2025-07-07,Sumgait,E-Government,274,220,54,264,10,4.2,4.74
2025-07-07,Sumgait,Digital ID,168,119,49,146,22,4.1,4.64
2025-07-07,Sumgait,Online Payments,173,115,58,157,16,4.17,4.08
2025-07-07,Sumgait,Business Registration,265,189,76,233,32,4.53,4.7
2025-07-07,Sumgait,Citizen Portal,115,91,24,110,5,3.82,4.68
2025-07-07,Lankaran,E-Government,264,217,47,252,12,4.57,4.08
2025-07-07,Lankaran,Digital ID,84,72,12,78,6,2.24,3.55
2025-07-07,Lankaran,Online Payments,214,153,61,206,8,2.14,4.12
2025-07-07,Lankaran,Business Registration,78,62,16,71,7,4.29,4.78
2025-07-07,Lankaran,Citizen Portal,107,86,21,101,6,3.84,3.65
2025-07-07,Shaki,E-Government,270,192,78,252,18,3.18,4.93
2025-07-07,Shaki,Digital ID,187,156,31,175,12,5.38,3.76
2025-07-07,Shaki,Online Payments,131,106,25,117,14,2.38,4.87
2025-07-07,Shaki,Business Registration,128,88,40,111,17,2.05,4.01
2025-07-07,Shaki,Citizen Portal,158,113,45,146,12,2.34,4.12
2025-07-07,Nakhchivan,E-Government,143,125,18,137,6,2.5,4.98
2025-07-07,Nakhchivan,Digital ID,279,242,37,237,42,5.24,3.71
2025-07-07,Nakhchivan,Online Payments,130,105,25,115,15,5.42,4.79
2025-07-07,Nakhchivan,Business Registration,265,161,104,241,24,3.27,4.64
2025-07-07,Nakhchivan,Citizen Portal,156,103,53,137,19,2.71,4.4
2025-07-08,Baku,E-Government,209,146,63,187,22,2.98,4.96
2025-07-08,Baku,Digital ID,270,191,79,264,6,3.76,4.25
2025-07-08,Baku,Online Payments,85,70,15,79,6,3.12,4.33
2025-07-08,Baku,Business Registration,183,119,64,156,27,3.72,4.89
2025-07-08,Baku,Citizen Portal,58,48,10,54,4,2.21,4.13
2025-07-08,Ganja,E-Government,294,243,51,281,13,1.88,4.34
2025-07-08,Ganja,Digital ID,50,38,12,44,6,3.93,4.05
2025-07-08,Ganja,Online Payments,275,191,84,248,27,4.72,3.63
2025-07-08,Ganja,Business Registration,208,162,46,192,16,2.29,4.16
2025-07-08,Ganja,Citizen Portal,197,137,60,170,27,3.96,3.84
2025-07-08,Sumgait,E-Government,282,208,74,255,27,4.27,4.18
2025-07-08,Sumgait,Digital ID,281,221,60,251,30,3.17,3.52
2025-07-08,Sumgait,Online Payments,293,232,61,259,34,4.7,4.5
2025-07-08,Sumgait,Business Registration,130,84,46,111,19,2.64,3.75
2025-07-08,Sumgait,Citizen Portal,54,37,17,51,3,1.69,3.57
2025-07-08,Lankaran,E-Government,225,138,87,218,7,4.57,3.71
2025-07-08,Lankaran,Digital ID,215,141,74,187,28,5.33,4.38
2025-07-08,Lankaran,Online Payments,152,102,50,136,16,2.64,4.03
2025-07-08,Lankaran,Business Registration,271,194,77,260,11,1.75,3.83
2025-07-08,Lankaran,Citizen Portal,274,237,37,242,32,3.08,4.6
2025-07-08,Shaki,E-Government,279,199,80,240,39,3.83,4.52
2025-07-08,Shaki,Digital ID,212,148,64,181,31,3.85,4.09
2025-07-08,Shaki,Online Payments,53,42,11,49,4,3.85,3.73
2025-07-08,Shaki,Business Registration,107,73,34,103,4,2.07,4.81
2025-07-08,Shaki,Citizen Portal,78,52,26,67,11,5.1,4.84
2025-07-08,Nakhchivan,E-Government,282,199,83,263,19,3.2,4.51
2025-07-08,Nakhchivan,Digital ID,196,153,43,186,10,1.8,3.98
2025-07-08,Nakhchivan,Online Payments,263,171,92,252,11,4.99,4.46
2025-07-08,Nakhchivan,Business Registration,242,171,71,228,14,3.91,4.48
2025-07-08,Nakhchivan,Citizen Portal,173,146,27,149,24,2.66,4.98
2025-07-09,Baku,E-Government,83,51,32,77,6,5.49,3.65
2025-07-09,Baku,Digital ID,224,155,69,212,12,3.73,3.84
2025-07-09,Baku,Online Payments,274,173,101,244,30,1.86,4.11
2025-07-09,Baku,Business Registration,209,163,46,197,12,1.71,4.5
2025-07-09,Baku,Citizen Portal,237,174,63,206,31,4.85,3.92
2025-07-09,Ganja,E-Government,178,107,71,154,24,5.3,4.86
2025-07-09,Ganja,Digital ID,138,112,26,131,7,5.18,4.38
2025-07-09,Ganja,Online Payments,82,51,31,80,2,4.47,3.82
2025-07-09,Ganja,Business Registration,83,50,33,73,10,3.4,3.66
2025-07-09,Ganja,Citizen Portal,262,216,46,229,33,4.65,3.85
2025-07-09,Sumgait,E-Government,199,147,52,179,20,2.27,3.72
2025-07-09,Sumgait,Digital ID,248,189,59,232,16,4.46,4.1
2025-07-09,Sumgait,Online Payments,119,89,30,108,11,3.2,4.31
2025-07-09,Sumgait,Business Registration,101,74,27,89,12,2.86,4.27
2025-07-09,Sumgait,Citizen Portal,182,113,69,160,22,3.27,4.46
2025-07-09,Lankaran,E-Government,132,105,27,112,20,3.3,4.33
2025-07-09,Lankaran,Digital ID,253,188,65,229,24,4.64,3.64
2025-07-09,Lankaran,Online Payments,260,197,63,229,31,3.04,3.54
2025-07-09,Lankaran,Business Registration,57,35,22,49,8,2.79,3.66
2025-07-09,Lankaran,Citizen Portal,287,210,77,261,26,5.27,4.56
2025-07-09,Shaki,E-Government,165,122,43,150,15,3.47,4.3
2025-07-09,Shaki,Digital ID,188,128,60,179,9,2.22,4.64
2025-07-09,Shaki,Online Payments,69,46,23,59,10,4.31,4.97
2025-07-09,Shaki,Business Registration,204,131,73,185,19,4.43,3.51
2025-07-09,Shaki,Citizen Portal,267,194,73,249,18,2.59,3.58
2025-07-09,Nakhchivan,E-Government,288,186,102,248,40,3.63,4.96
2025-07-09,Nakhchivan,Digital ID,200,136,64,175,25,4.28,4.3
2025-07-09,Nakhchivan,Online Payments,172,152,20,146,26,4.38,4.44
2025-07-09,Nakhchivan,Business Registration,60,45,15,54,6,3.65,4.42
2025-07-09,Nakhchivan,Citizen Portal,238,159,79,233,5,4.22,4.17
2025-07-10,Baku,E-Government,176,114,62,153,23,2.99,4.84
2025-07-10,Baku,Digital ID,222,184,38,211,11,4.48,3.91
2025-07-10,Baku,Online Payments,112,73,39,98,14,5.47,4.36
2025-07-10,Baku,Business Registration,242,183,59,206,36,2.23,3.85
2025-07-10,Baku,Citizen Portal,224,167,57,208,16,2.83,4.33
2025-07-10,Ganja,E-Government,117,82,35,114,3,1.53,3.96
2025-07-10,Ganja,Digital ID,103,88,15,89,14,5.09,3.62
2025-07-10,Ganja,Online Payments,163,133,30,143,20,1.95,4.62
2025-07-10,Ganja,Business Registration,157,140,17,137,20,5.08,4.34
2025-07-10,Ganja,Citizen Portal,71,49,22,62,9,5.18,3.85
2025-07-10,Sumgait,E-Government,217,174,43,194,23,2.26,4.72
2025-07-10,Sumgait,Digital ID,280,217,63,271,9,1.54,4.09
2025-07-10,Sumgait,Online Payments,281,176,105,272,9,3.05,4.02
2025-07-10,Sumgait,Business Registration,194,142,52,179,15,4.36,4.73
2025-07-10,Sumgait,Citizen Portal,216,131,85,206,10,3.14,4.49
2025-07-10,Lankaran,E-Government,266,189,77,250,16,4.2,4.37
2025-07-10,Lankaran,Digital ID,102,61,41,97,5,2.18,4.09
2025-07-10,Lankaran,Online Payments,126,78,48,112,14,5.2,4.85
2025-07-10,Lankaran,Business Registration,246,196,50,220,26,2.89,4.6
2025-07-10,Lankaran,Citizen Portal,104,69,35,97,7,2.81,4.02
2025-07-10,Shaki,E-Government,122,92,30,114,8,3.54,4.13
2025-07-10,Shaki,Digital ID,271,180,91,258,13,4.28,4.52
2025-07-10,Shaki,Online Payments,148,127,21,132,16,2.59,4.78
2025-07-10,Shaki,Business Registration,126,112,14,107,19,3.54,4.89
2025-07-10,Shaki,Citizen Portal,269,183,86,245,24,4.29,3.52
2025-07-10,Nakhchivan,E-Government,199,137,62,188,11,5.28,4.96
2025-07-10,Nakhchivan,Digital ID,162,110,52,147,15,4.2,4.89
2025-07-10,Nakhchivan,Online Payments,59,35,24,53,6,5.13,4.85
2025-07-10,Nakhchivan,Business Registration,267,216,51,238,29,4.88,4.3
2025-07-10,Nakhchivan,Citizen Portal,85,75,10,81,4,5.31,4.6
2025-07-11,Baku,E-Government,265,160,105,258,7,2.69,3.87
2025-07-11,Baku,Digital ID,234,146,88,211,23,4.78,4.72
2025-07-11,Baku,Online Payments,88,66,22,79,9,5.16,4.78
2025-07-11,Baku,Business Registration,292,232,60,285,7,1.77,4.09
2025-07-11,Baku,Citizen Portal,139,89,50,121,18,4.71,4.37
2025-07-11,Ganja,E-Government,71,54,17,65,6,1.53,4.97
2025-07-11,Ganja,Digital ID,78,63,15,68,10,4.58,4.02
2025-07-11,Ganja,Online Payments,51,45,6,49,2,5.05,4.61
2025-07-11,Ganja,Business Registration,121,75,46,110,11,4.16,3.94
2025-07-11,Ganja,Citizen Portal,216,148,68,190,26,2.8,4.72
2025-07-11,Sumgait,E-Government,229,173,56,216,13,1.55,4.85
2025-07-11,Sumgait,Digital ID,280,214,66,241,39,2.65,4.98
2025-07-11,Sumgait,Online Payments,191,134,57,183,8,1.54,4.46
2025-07-11,Sumgait,Business Registration,64,54,10,56,8,4.85,4.22
2025-07-11,Sumgait,Citizen Portal,265,209,56,230,35,2.26,4.44
2025-07-11,Lankaran,E-Government,213,189,24,183,30,1.53,4.32
2025-07-11,Lankaran,Digital ID,213,162,51,192,21,5.14,3.85
2025-07-11,Lankaran,Online Payments,185,157,28,175,10,1.8,4.75
2025-07-11,Lankaran,Business Registration,273,208,65,267,6,2.38,4.06
2025-07-11,Lankaran,Citizen Portal,87,53,34,84,3,2.52,4.9
2025-07-11,Shaki,E-Government,62,48,14,57,5,2.18,4.11
